	E-DS-623	E-JT-526	E-LS-526	E-CR-2016	E-TL-2016	E-VP-2016	E-DS-428	E-TL-Aug-2014	E-SOG-3619	E-SOG-6527	E-SOG-5527	E-TL-Jul-2014	E-SOG-5619	E-CB-2016	E-SOG-2527	E-LH-2016	E-BP-2016	E-PM-Aug-2013	E-TI-2014	E-SOG-6424	E-SOG-1619	E-JP-2016	E-SOG-2619	E-FR-2014	E-LS-428	E-SOG-7424	E-WV-Aug-2014	E-WC-2016	E-SOG-1527	E-WV-7-2014	E-LS-623	E-TB-2016	E-PM-Jula-2014	E-PM-7-2014	E-MT-526	E-Tca-2014	E-WP-526	E-PM-2016	E-SOG-4424	E-WP-623	E-SOG-4527	E-WP-428	E-JT-428	E-DU-2016	E-SOG-1424	E-JT-623	E-DU-7-2014	E-BL-2016	E-DU-Jula-2014	E-MT-623	E-MT-428	E-TC-2014	E-TL-7-2014	E-SOG-3527	E-SOG-3424	E-SOG-2424	E-SOG-6619	E-SOG-5424
E-BL-2016	0.29843507	0.3186883	0.31032115	0.2461734	0.18591945	0.52721425	0.32164958	0.35578767	0.4210075	0.49559768	0.43079906	0.39332383	0.47589689	0.59741301	0.33140468	0.49053714	0.49658894	0.51713818	0.54722288	0.49821984	0.30000365	0.52406589	0.3187152	0.31934803	0.33149752	0.53322052	0.5308882	0.46987293	0.38908768	0.53250819	0.26987004	0.52509442	0.54478522	0.59675868	0.29024194	0.38610869	0.30413652	0.56131981	0.36550467	0.28142146	0.35417285	0.34905061	0.34725361	0.43616159	0.48117577	0.28661655	0.49193365	0.0	0.52255858	0.30092824	0.32972349	0.56276382	0.39065561	0.29018836	0.34640345	0.36716662	0.50878279	0.47935319
E-DU-Jula-2014	0.43263173	0.42349824	0.43463121	0.5472697	0.49527691	0.13980661	0.44195266	0.43454297	0.23528426	0.3500997	0.43973854	0.45294843	0.33370873	0.28221123	0.41410982	0.1623611	0.18699444	0.19828302	0.26643172	0.2356273	0.42934177	0.15174213	0.38871074	0.43272447	0.41983088	0.23891544	0.20822958	0.23949847	0.3047226	0.17873479	0.44322414	0.11620508	0.19375092	0.25248704	0.4350108	0.43932177	0.42580838	0.23697523	0.35774651	0.44125036	0.30904459	0.44450581	0.43261613	0.18574229	0.30094865	0.45365075	0.19533775	0.52255858	0.0	0.45752452	0.42989725	0.26679148	0.43698623	0.42514782	0.40827445	0.30529378	0.53114343	0.23679361
E-MT-623	0.15691787	0.16886662	0.18660861	0.38789716	0.29325545	0.46941519	0.21384628	0.28747769	0.3531867	0.43495568	0.44192534	0.34603451	0.46193403	0.54211339	0.24269072	0.42744162	0.42803224	0.455379	0.48774818	0.42639734	0.18254039	0.46878213	0.19332816	0.18121791	0.21853926	0.45565374	0.46771386	0.40930759	0.30143456	0.46406733	0.19610244	0.46601954	0.48898528	0.53963026	0.18634674	0.30032943	0.16881326	0.51026287	0.26468031	0.12611948	0.25694309	0.22678617	0.22932905	0.37455871	0.41301971	0.15153503	0.42782751	0.30092824	0.45752452	0.0	0.16718593	0.50451542	0.29260233	0.18579778	0.23897559	0.27015418	0.53278971	0.40302097
E-MT-428	0.14384224	0.09198137	0.103366	0.37408173	0.30707648	0.43904366	0.13223699	0.22019832	0.34919267	0.44868777	0.46363747	0.29860742	0.476148	0.5042652	0.14705143	0.38260143	0.37943475	0.43974777	0.44034273	0.38122537	0.17379914	0.43966052	0.17659975	0.1759057	0.12025119	0.42820267	0.46190321	0.3916899	0.23990013	0.43518534	0.16961643	0.42488475	0.45985545	0.49859043	0.12907967	0.20607044	0.10692775	0.47785408	0.18642394	0.14273831	0.216766	0.1114296	0.1170249	0.33132252	0.38702174	0.17004008	0.41033004	0.32972349	0.42989725	0.16718593	0.0	0.45713221	0.21962154	0.11803357	0.1408642	0.20846647	0.55155662	0.35908802
E-TC-2014	0.47139535	0.45624064	0.45769633	0.5609709	0.54648361	0.23431305	0.45559034	0.45780135	0.35550634	0.37871672	0.4919831	0.48431009	0.43870637	0.22884043	0.41333278	0.22911042	0.2178842	0.28732596	0.1473962	0.29938582	0.45159929	0.24459863	0.42800136	0.46681139	0.44225164	0.3232969	0.33079418	0.33137733	0.27740684	0.20000627	0.4730554	0.23469024	0.26057436	0.17263208	0.46242514	0.42900337	0.45430286	0.24630035	0.37619279	0.48263504	0.33190423	0.45759753	0.45521589	0.28883543	0.25380539	0.48520687	0.27589641	0.56276382	0.26679148	0.50451542	0.45713221	0.0	0.43345963	0.45041146	0.42757123	0.32849018	0.57017145	0.28052081
E-TL-7-2014	0.21852908	0.20587793	0.17993762	0.36459583	0.34392498	0.42629048	0.19627553	0.19434326	0.35996127	0.45808693	0.47853535	0.2970791	0.4971233	0.48689268	0.19215447	0.37574419	0.37267043	0.45807439	0.42329335	0.38757349	0.2160999	0.42840006	0.23732217	0.20688214	0.20309829	0.43579451	0.48186715	0.38752214	0.23859929	0.43812228	0.22324039	0.43089369	0.45285651	0.47779725	0.20025551	0.09776264	0.19883235	0.45197846	0.22614194	0.24829581	0.2641232	0.18243198	0.18356132	0.3397515	0.39502986	0.22232814	0.40575254	0.39065561	0.43698623	0.29260233	0.21962154	0.43345963	0.0	0.20504965	0.2013856	0.24749111	0.56704242	0.36698188
E-SOG-3527	0.11450517	0.11601242	0.08336349	0.31773166	0.27043163	0.43692223	0.10510338	0.19998859	0.32464172	0.44233616	0.44660116	0.30469369	0.46514487	0.50420503	0.11237582	0.38020932	0.38392534	0.43223892	0.433071	0.38111258	0.10540569	0.43561811	0.13360246	0.15048093	0.11512942	0.4383946	0.45717294	0.39846357	0.22373044	0.42370095	0.11293056	0.4209751	0.45752278	0.50045608	0.06384608	0.19788499	0.0828906	0.47320063	0.16817917	0.12837036	0.19259811	0.11341579	0.11192641	0.32344273	0.37069125	0.12821213	0.39204723	0.29018836	0.42514782	0.18579778	0.11803357	0.45041146	0.20504965	0.0	0.11809037	0.19574486	0.54416559	0.35764909
E-SOG-3424	0.1611822	0.14632509	0.13531454	0.31549567	0.31037322	0.41351376	0.08980015	0.16952628	0.31102401	0.42818493	0.44127113	0.31681156	0.45105254	0.48703872	0.14175855	0.35848075	0.35710375	0.40967791	0.40277507	0.35380661	0.12199474	0.41748636	0.14961385	0.16517078	0.08641299	0.40891019	0.43307331	0.39303386	0.21214249	0.39810794	0.15129837	0.40003381	0.43992439	0.47628829	0.12744525	0.2068217	0.13904993	0.45599204	0.11446	0.18645575	0.1721711	0.09537236	0.0802048	0.30515892	0.32310166	0.1642531	0.35801362	0.34640345	0.40827445	0.23897559	0.1408642	0.42757123	0.2013856	0.11809037	0.0	0.16310237	0.53254388	0.33071878
E-SOG-2424	0.21776703	0.20095586	0.21116557	0.38549274	0.34487981	0.30807603	0.20260386	0.24032359	0.24382748	0.34164744	0.39236914	0.32417287	0.38542811	0.39183463	0.1984207	0.25091058	0.2586314	0.32573106	0.32117226	0.23433498	0.19822093	0.31251757	0.17298114	0.22476173	0.18046484	0.29250516	0.34070286	0.31527513	0.1373372	0.30338911	0.22122216	0.28838276	0.3479161	0.38472424	0.20726936	0.24839863	0.20343358	0.35806489	0.11127809	0.23076854	0.12797907	0.20552101	0.19268579	0.20588115	0.21891597	0.23544749	0.28599385	0.36716662	0.30529378	0.27015418	0.20846647	0.32849018	0.24749111	0.19574486	0.16310237	0.0	0.50317149	0.20851933
E-SOG-6619	0.52801468	0.54939819	0.55227674	0.57760925	0.46005006	0.52482768	0.55378861	0.54944944	0.47594311	0.30355321	0.19258145	0.40383026	0.24490988	0.59234396	0.54503443	0.53948857	0.54684763	0.52625943	0.55472611	0.52739979	0.52505378	0.53600292	0.50731271	0.5395638	0.54130879	0.51587083	0.52169747	0.49683778	0.53529879	0.52806108	0.53220165	0.52492789	0.54763043	0.59388293	0.55041151	0.57200296	0.54778555	0.5529356	0.51669596	0.52418301	0.50673848	0.56418144	0.55021238	0.52920602	0.51416502	0.53712932	0.5574208	0.50878279	0.53114343	0.53278971	0.55155662	0.57017145	0.56704242	0.54416559	0.53254388	0.50317149	0.0	0.51451024
E-SOG-5424	0.3720847	0.35538315	0.35854412	0.50795643	0.46548594	0.21762046	0.36948283	0.37718868	0.24862259	0.30260065	0.41247713	0.41663522	0.34644868	0.3097117	0.35048257	0.18129195	0.20200065	0.29704431	0.27166965	0.07732505	0.35967862	0.22715996	0.32149123	0.37561022	0.35314361	0.14599343	0.31876239	0.26757166	0.24144151	0.2461513	0.38408021	0.19627603	0.31401515	0.29082865	0.36953009	0.37371992	0.35502367	0.27761758	0.2628221	0.38227011	0.26083164	0.36409408	0.35536276	0.1928416	0.1954098	0.38925572	0.26010096	0.47935319	0.23679361	0.40302097	0.35908802	0.28052081	0.36698188	0.35764909	0.33071878	0.20851933	0.51451024	0.0
