#OTUID	E-JT-526	E-SOG-4619	E-LS-526	E-CR-2016	E-TL-2016	E-VP-2016	E-DS-428	E-TL-Aug-2014	E-WP-623	E-SOG-6527	E-SOG-4424	E-TL-Jul-2014	E-SOG-5619	E-CB-2016	E-LH-2016	E-BP-2016	E-TI-2014	E-PM-Aug-2014	E-SOG-1619	E-DU-Jul-2014	E-JP-2016	E-JT-623	E-LS-428	E-SOG-4527	E-WV-Aug-2014	E-WC-2016	E-PM-Jul-2014	E-SOG-7424	E-SOG-2527	E-LS-623	E-TB-2016	E-PM-Jula-2014	E-Tca-7-2014	E-FR-7-2014	E-DS-623	E-WP-526	E-PM-2016	E-BA-2016	E-MT-526	E-WV-Jula-2014	E-WP-428	E-JT-428	E-DU-2016	E-SOG-1424	E-SOG-2619	E-SOG-6424	E-SOG-5527	E-BL-2016	E-DU-Jula-2014	E-MT-623	E-SOG-3619	E-MT-428	E-TC-2014	E-SOG-1527	E-T7-2014	E-SOG-3527	E-SOG-3424	E-SOG-2424	E-SOG-6619	E-SOG-5424	taxonomy
101260	92.0	0.0	51.0	0.0	0.0	0.0	95.0	0.0	34.0	7.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	68.0	174.0	0.0	0.0	0.0	0.0	0.0	17.0	26.0	0.0	0.0	0.0	0.0	8.0	29.0	0.0	0.0	92.0	0.0	212.0	29.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	9.0	0.0	95.0	0.0	0.0	0.0	54.0	34.0	0.0	0.0	0.0	Unassigned
57678	157.0	0.0	151.0	14.0	0.0	0.0	13.0	0.0	115.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	0.0	606.0	77.0	6.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	74.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	64.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	Eukaryota; __Opisthokonta; __Metazoa; __Arthropoda; __Maxillopoda; __Calanoida
88045	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	8.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	542.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	216.0	0.0	0.0	8.0	7.0	38.0	21.0	Eukaryota; __Archaeplastida; __Chloroplastida; __Chlorophyta; __Mamiellophyceae; __Mamiellales; __Micromonas; __Micromonas_commoda
121243	0.0	0.0	0.0	0.0	734.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; __Cryptophyceae; __Cryptomonadales; __Cryptomonas; __Cryptomonas; __Cryptomonas; __Cryptomonas; __Daphnia_magna
124110	47.0	0.0	149.0	0.0	0.0	0.0	22.0	0.0	28.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	84.0	44.0	0.0	0.0	0.0	0.0	0.0	37.0	17.0	0.0	0.0	0.0	170.0	0.0	28.0	0.0	0.0	97.0	0.0	75.0	9.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	52.0	8.0	0.0	0.0	0.0	Eukaryota; __Stramenopiles; __Ochrophyta; __Chrysophyceae; __Ochromonadales; __Dinobryon; __Dinobryon; __uncultured_freshwater_eukaryote
98060	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	14.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	22.0	28.0	0.0	42.0	Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae; __Katodinium; __Katodinium; __uncultured_eukaryote
51130	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	22.0	0.0	41.0	45.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	28.0	53.0	0.0	0.0	0.0	Eukaryota; __Alveolata; __Ciliophora; __Conthreep; __Oligohymenophorea; __Peritrichia; __Telotrochidium; __uncultured_eukaryote
102939	14.0	0.0	8.0	0.0	0.0	0.0	62.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	0.0	0.0	47.0	13.0	0.0	0.0	0.0	0.0	0.0	5.0	30.0	0.0	0.0	0.0	28.0	8.0	9.0	0.0	0.0	33.0	0.0	23.0	5.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	Unassigned
64615	10.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	81.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	21.0	0.0	0.0	0.0	0.0	21.0	5.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	Eukaryota; __Rhizaria; __Cercozoa; __Novel_Clade_10; __uncultured; __uncultured; __uncultured; __uncultured_freshwater_eukaryote
102049	0.0	0.0	22.0	0.0	23.0	0.0	39.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Hypotrichia; __Halteria; __Halteria
101525	32.0	0.0	41.0	0.0	0.0	0.0	6.0	0.0	40.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	50.0	14.0	0.0	0.0	0.0	0.0	0.0	8.0	17.0	0.0	0.0	0.0	0.0	5.0	14.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	Unassigned
101526	109.0	0.0	76.0	0.0	0.0	0.0	13.0	0.0	59.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	94.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	8.0	36.0	0.0	0.0	162.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	24.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	Unassigned
99883	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	246.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	14.0	15.0	30.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	80.0	125.0	110.0	5.0	0.0	0.0	0.0	22.0	0.0	0.0	74.0	0.0	0.0	64.0	40.0	20.0	866.0	Eukaryota; __Picozoa; __Picomonadida
99229	95.0	0.0	12.0	0.0	0.0	0.0	11.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	19.0	33.0	0.0	0.0	40.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	27.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	Unassigned
53190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
123986	43.0	0.0	305.0	0.0	0.0	0.0	21.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	33.0	48.0	0.0	0.0	0.0	0.0	0.0	9.0	8.0	0.0	0.0	0.0	28.0	7.0	20.0	0.0	0.0	130.0	0.0	38.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	7.0	0.0	17.0	0.0	17.0	0.0	103.0	5.0	0.0	0.0	0.0	Eukaryota; __Stramenopiles; __Ochrophyta; __Chrysophyceae; __P34.48; __uncultured; __uncultured; __uncultured_eukaryote
99226	91.0	0.0	18.0	0.0	0.0	0.0	9.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	17.0	24.0	0.0	0.0	54.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	48.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Peridiniphycidae; __Peridiniales; __Peridinium
99225	184.0	0.0	34.0	0.0	0.0	0.0	27.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	75.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	16.0	34.0	0.0	0.0	107.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Peridiniphycidae; __Peridiniales; __Peridinium; __Peridinium_willei
104734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	270.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	Eukaryota; __Stramenopiles; __Ochrophyta; __Diatomea; __Bacillariophytina; __Mediophyceae; __Chaetoceros
98533	131.0	0.0	48.0	0.0	0.0	0.0	29.0	0.0	8.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	114.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	6.0	0.0	67.0	0.0	0.0	0.0	0.0	Unassigned
120899	58.0	0.0	41.0	0.0	0.0	0.0	14.0	0.0	48.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	29.0	14.0	0.0	0.0	0.0	0.0	0.0	41.0	24.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	57.0	0.0	47.0	11.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	7.0	0.0	20.0	17.0	0.0	0.0	0.0	Unassigned
95572	0.0	8.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	153.0	0.0	21.0	0.0	60.0	76.0	0.0	0.0	58.0	8.0	52.0	0.0	0.0	98.0	114.0	43.0	19.0	0.0	47.0	0.0	34.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	42.0	44.0	155.0	0.0	0.0	0.0	119.0	0.0	28.0	0.0	5.0	51.0	0.0	0.0	7.0	150.0	5.0	26.0	Eukaryota; __Cryptophyceae; __Cryptomonadales; __uncultured; __uncultured; __Cryptophyta; __Cryptophyta; __Cryptophyta_sp._CR-MAL11
120892	62.0	0.0	40.0	0.0	0.0	0.0	16.0	0.0	37.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	28.0	33.0	0.0	0.0	0.0	0.0	0.0	21.0	18.0	0.0	0.0	0.0	0.0	16.0	10.0	0.0	0.0	82.0	0.0	38.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	40.0	10.0	0.0	0.0	0.0	Eukaryota; __Stramenopiles; __Ochrophyta; __Diatomea; __Bacillariophytina; __Bacillariophyceae; __Asteroplanus; __Asteroplanus_karianus
95575	0.0	6.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	22.0	0.0	5.0	0.0	6.0	22.0	0.0	0.0	13.0	0.0	10.0	0.0	0.0	16.0	8.0	8.0	0.0	0.0	25.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	10.0	10.0	43.0	0.0	0.0	0.0	29.0	0.0	5.0	0.0	0.0	10.0	0.0	0.0	5.0	31.0	0.0	0.0	Eukaryota; __Cryptophyceae; __Cryptomonadales; __uncultured; __uncultured; __uncultured; __uncultured; __uncultured_phytoplankton
67513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; __Archaeplastida; __Chloroplastida; __Chlorophyta; __Chlorophyceae
89054	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222.0	9.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1232.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; __Alveolata; __Ciliophora; __Conthreep; __Prostomatea; __Cryptocaryon; __Cryptocaryon; __uncultured_Amoebophrya
118310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	53.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	19.0	0.0	192.0	Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales; __Chrysochromulina; __Chrysochromulina; __Chrysochromulina; __uncultured_marine_eukaryote
118311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	9.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	6.0	0.0	58.0	Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales; __Chrysochromulina; __Chrysochromulina; __Chrysochromulina; __uncultured_haptophyte
84493	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
43146	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; __Opisthokonta; __Metazoa; __Mollusca; __Bivalvia; __Mytiloida; __Mytilus; __Mytilus_trossulus_(common_blue_mussel)
41149	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.0	11.0	0.0	50.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	9.0	0.0	46.0	Unassigned
98288	122.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	21.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	16.0	0.0	0.0	0.0	0.0	8.0	38.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	8.0	0.0	110.0	0.0	0.0	0.0	0.0	Unassigned
98289	68.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	7.0	0.0	0.0	0.0	0.0	5.0	18.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	Unassigned
42496	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	533.0	0.0	0.0	0.0	0.0	5.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1429.0	0.0	Unassigned
41148	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	13.0	0.0	30.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	13.0	0.0	55.0	Unassigned
60430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	11.0	28.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	Eukaryota; __Alveolata; __Ciliophora; __Conthreep; __Prostomatea; __Cryptocaryon; __Cryptocaryon
42493	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	188.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	567.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1253.0	0.0	Unassigned
122703	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	38.0	0.0	8.0	0.0	0.0	7.0	16.0	0.0	6.0	0.0	0.0	0.0	24.0	19.0	59.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	15.0	0.0	0.0	0.0	0.0	12.0	0.0	81.0	0.0	0.0	0.0	81.0	0.0	0.0	39.0	0.0	13.0	0.0	0.0	54.0	0.0	Eukaryota; __Opisthokonta; __Metazoa; __Arthropoda; __Maxillopoda; __Calanoida; __uncultured; __uncultured_eukaryote
60431	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	6.0	19.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	Eukaryota; __Alveolata; __Ciliophora; __Conthreep; __Prostomatea; __Cryptocaryon; __Cryptocaryon
122706	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	33.0	0.0	6.0	0.0	0.0	13.0	30.0	0.0	7.0	0.0	0.0	0.0	40.0	10.0	54.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	13.0	0.0	0.0	0.0	0.0	11.0	0.0	110.0	0.0	0.0	0.0	79.0	0.0	0.0	54.0	0.0	10.0	0.0	0.0	64.0	0.0	Eukaryota; __Opisthokonta; __Metazoa; __Arthropoda; __Maxillopoda; __Calanoida; __uncultured; __uncultured_eukaryote
122707	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	8.0	0.0	31.0	0.0	7.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	6.0	29.0	11.0	49.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	8.0	0.0	0.0	0.0	0.0	10.0	0.0	106.0	0.0	0.0	0.0	83.0	0.0	0.0	49.0	0.0	15.0	0.0	0.0	43.0	0.0	Eukaryota; __Opisthokonta; __Metazoa; __Arthropoda; __Maxillopoda; __Calanoida; __uncultured; __uncultured_eukaryote
90228	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	11.0	0.0	0.0	0.0	11.0	22.0	10.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	Eukaryota; __Archaeplastida; __Chloroplastida; __Chlorophyta; __Trebouxiophyceae; __Chlorella; __Chlorella
85673	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.0	0.0	0.0	0.0	7.0	4430.0	6.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
93486	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	83.0	46.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	35.0	0.0	12.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	109.0	134.0	0.0	0.0	0.0	0.0	0.0	37.0	5.0	0.0	203.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	12.0	20.0	248.0	81.0	Eukaryota; __Stramenopiles; __Ochrophyta; __Diatomea; __Bacillariophytina; __Mediophyceae; __uncultured; __uncultured_marine_eukaryote
85674	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0	0.0	5313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
90064	15.0	0.0	33.0	0.0	0.0	0.0	71.0	0.0	9.0	14.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	6.0	217.0	0.0	0.0	0.0	0.0	0.0	30.0	220.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	19.0	0.0	181.0	59.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	31.0	53.0	0.0	0.0	22.0	Eukaryota; __Archaeplastida; __Chloroplastida; __Chlorophyta; __Chlorodendrophyceae; __Chlorodendrales; __Scherffelia; __Scherffelia_dubia
