	WV7A	PM7C	TL7A	E-s-PM-3-Aug	WV7B	DU7C	DU7A	FR7A	FR7C	TC7B	PM7A	Tca7B	Tca7C	TL7B	TI7A	E-b-DU-1-Jul-a	TL7C	E-b-WV-3-Aug	FR7B	DU7B	TC7A	E-f-TL-3-Jul-a	TC7C	E-b-WV-2-Aug	E-b-DU-3-Jul-a	E-s-PM-2-Aug	Tca7A	E-b-WV-1-Aug	E-s-PM-2-Jul-a	E-b-DU-2-Jul-a	E-s-PM-1-Aug	E-f-TL-2-Jul-a	E-s-PM-3-Jul-a	E-f-TL-2-Aug	E-f-TL-3-Aug	E-f-TL-1-Aug	E-s-PM-1-Jul-a	E-f-TL-1-Jul-a	E-BP-2016-3	E-WC-2016-3	E-JP-2016-2	E-VP-2016-2	E-LH-2016-1	E-JP-2016-1	E-VP-2016-3	E-BP-2016-2	E-TB-2016-1	E-CB-2016-2	E-DU-2016-3	E-DU-2016-1	E-TB-2016-3	E-VP-2016-1	E-JP-2016-3	E-LH-2016-3	E-BL-2016-3	E-CB-2016-1	E-PM-2016-3	E-CB-2016-3	E-WC-2016-1	E-LH-2016-2	E-BL-2016-2	E-TL-2016-1	E-DU-2016-2	E-CR-2016-1	E-WC-2016-2	R.wp.5.26.r1	S.st.1.5.27.r1	R.mt.5.26.r1	R.jt.4.28.r1	S.st.4.4.24.r1	S.st.7.4.24.r1	S.st.3.4.24.r3	R.ls.4.28.r3	R.jt.4.28.r2	S.st.5.5.27.r2	R.ds.6.23.r.2	R.wp.5.26.r3	S.st.2.6.19.r2	S.st.5.4.24.r3	R.mt.6.23.r.3	S.st.1.4.24.r1	S.st.6.6.19.r2	S.st.4.5.27.r3	R.ls.6.23.r.2	S.st.4.4.24.r2	S.st.1.5.27.r2	R.ls.4.28.r1	R.Jt.6.23.r.3	S.st.1.6.19.r2	S.st.6.6.19.r1	S.st.5.4.24.r2	S.st.2.6.19.r3	R.mt.6.23.r.2	S.st.3.5.27.r2	S.st.6.5.27.r1	R.wp.4.28.r3	S.st.1.6.19.r3	S.st.3.4.24.r1	S.st.2.5.27.r2	S.st.4.5.27.r1	S.st.1.4.24.r2	S.st.6.4.24.r1	R.mt.4.28.r2	S.st.1.4.24.r3	S.st.6.4.24.r3	S.st.3.5.27.r1	R.ls.4.28.r2	S.st.5.6.19.r3	R.wp.4.28.r2	S.st.2.4.24.r3	R.jt.4.28.r3	R.ds.4.28.r3	R.wp.6.23.r.3	S.st.2.5.27.r3	R.Jt.6.23.r.1	S.st.2.6.19.r1	S.st.2.4.24.r1	S.st.2.4.24.r2	R.mt.5.26.r3	S.st.7.4.24.r2	R.wp.6.23.r.1	R.ls.6.23.r.1	R.J.5.26.r3	S.st.3.6.19.r1	R.mt.5.26.r2	R.ls.6.23.r.3	R.ls.5.26.r1	R.ds.4.28.r2	S.st.5.4.24.r1	S.st.4.4.24.r3	R.ds.4.28.r1	S.st.1.6.19.r1	S.st.3.5.27.r3	S.st.7.4.24.r3	R.ls.5.26.r3	R.ds.6.23.r.3	R.Jt.6.23.r.2	S.st.6.5.27.r2	S.st.2.5.27.r1	R.wp.4.28.r1	S.st.4.5.27.r2	R.J.5.26.r1	R.ls.5.26.r2	S.st.6.4.24.r2	S.st.1.5.27.r3	R.wp.6.23.r.2	S.st.6.6.19.r3	R.mt.6.23.r.1	R.J.5.26.r2	R.wp.5.26.r2
E-s-PM-3-Jul-a	0.28516027	0.32114998	0.45851635	0.17682333	0.276508	0.30761991	0.29490871	0.46877368	0.46288907	0.28179527	0.30454596	0.45494108	0.45766511	0.46412228	0.3206598	0.19362317	0.45481527	0.16338857	0.47859045	0.29337592	0.26836644	0.45838248	0.2665146	0.16906721	0.18663889	0.17943481	0.46475848	0.15218204	0.05479529	0.2080907	0.17893685	0.47799903	0.0	0.47917324	0.47497405	0.45281214	0.05806662	0.49689653	0.29038512	0.3337405	0.35926668	0.26292413	0.286432	0.1609842	0.17138879	0.29378552	0.18489056	0.31753887	0.28470347	0.31880051	0.27352545	0.29369643	0.28322974	0.27795028	0.57109313	0.32885421	0.30040217	0.31549955	0.3054287	0.26531605	0.51734676	0.5347509	0.32632736	0.5784643	0.2877584	0.45738826	0.33237406	0.46291772	0.45151496	0.39901737	0.3323561	0.43527028	0.46300949	0.45024375	0.4456207	0.47913224	0.45503288	0.4348661	0.32603368	0.48221416	0.36139585	0.58700861	0.36796032	0.4677541	0.39795201	0.34199157	0.45313553	0.4846157	0.44878399	0.55305714	0.34513953	0.4286832	0.48533393	0.46644014	0.38234337	0.47608685	0.45582229	0.43834976	0.43371487	0.3406831	0.37674251	0.31772671	0.45871028	0.36179292	0.32365484	0.45406366	0.45849461	0.42448049	0.45647166	0.35776514	0.45102527	0.45840054	0.46900351	0.43495815	0.4836463	0.4318461	0.35361309	0.35775406	0.45657718	0.34866589	0.47989757	0.45937161	0.46598706	0.32918083	0.46541444	0.47730429	0.45842297	0.47932158	0.30965877	0.40173544	0.469953	0.44398686	0.46298249	0.34016409	0.46724606	0.46864107	0.48032057	0.4187583	0.43447791	0.46909961	0.33737994	0.47845682	0.47200233	0.3168374	0.3565153	0.47211763	0.43602875	0.47659956	0.43436868	0.41346525
E-f-TL-2-Aug	0.43184849	0.51461794	0.20728095	0.45181669	0.44654398	0.37690039	0.39258441	0.2014189	0.20039687	0.47781113	0.49930894	0.22864878	0.18458061	0.18747064	0.44127172	0.43909959	0.18935101	0.48174795	0.17870305	0.36651128	0.4757871	0.31146594	0.47456336	0.47105473	0.45446403	0.44053223	0.19313158	0.45803648	0.47462173	0.4527519	0.44965675	0.29109421	0.47917324	0.0	0.07842275	0.12018222	0.4703558	0.34853899	0.34611948	0.38967356	0.53157634	0.45026249	0.35346264	0.48255686	0.47094827	0.47098278	0.46105086	0.52483885	0.35374463	0.39065903	0.43835121	0.48393055	0.42989742	0.45399254	0.40275381	0.53719147	0.49357019	0.51775923	0.42317432	0.45651033	0.29833892	0.29236874	0.38596698	0.29255768	0.42570004	0.20952566	0.27913438	0.18579214	0.17869796	0.21086371	0.42751994	0.18317904	0.15766775	0.17498625	0.45176204	0.19124578	0.21427998	0.1976039	0.37835604	0.2651744	0.38473935	0.57782211	0.22706836	0.1840394	0.20818589	0.27856317	0.16730671	0.21769486	0.19462833	0.54385594	0.37924479	0.19225114	0.27232743	0.19593774	0.44355161	0.16834215	0.19294209	0.1699491	0.22882223	0.250653	0.36475783	0.38169405	0.21773566	0.35808456	0.38837548	0.19017666	0.15409813	0.48434695	0.18766416	0.24810036	0.18577545	0.16718596	0.22133875	0.19355199	0.20043902	0.19284704	0.24687737	0.2569909	0.21962078	0.46252173	0.20916917	0.18525659	0.22273266	0.34239041	0.1778836	0.16926057	0.20742429	0.16000138	0.39094753	0.20860342	0.16501314	0.19657406	0.18940551	0.45697283	0.17803488	0.18337387	0.18390595	0.45326788	0.19905021	0.17386547	0.2545992	0.22400794	0.19620075	0.40200158	0.32676462	0.23390099	0.49207561	0.23313524	0.2112032	0.31180995
E-f-TL-3-Aug	0.42429016	0.50612973	0.20757736	0.44511354	0.44118919	0.37616322	0.38490724	0.21391743	0.2100175	0.47026746	0.49001459	0.21629731	0.17897354	0.18848641	0.43239333	0.43074978	0.1876329	0.4817741	0.19880554	0.36107557	0.46708127	0.31129147	0.46626553	0.47186844	0.44641574	0.43793218	0.18328785	0.45841721	0.46762936	0.44364027	0.44779894	0.29007842	0.47497405	0.07842275	0.0	0.09557827	0.46462039	0.34559306	0.33791733	0.39216165	0.52897187	0.44281204	0.34710525	0.47329961	0.46464064	0.46564245	0.45302699	0.51825598	0.34373482	0.3860519	0.43173158	0.47506804	0.42489443	0.44730581	0.4110595	0.52993944	0.48637376	0.50958012	0.41781455	0.4479392	0.30493003	0.29697359	0.38427731	0.30046263	0.41876065	0.21290293	0.27246109	0.18730275	0.17665497	0.20553408	0.42194171	0.18106425	0.15616164	0.17679158	0.46123129	0.20607569	0.21541433	0.21327087	0.37169189	0.28158035	0.38637928	0.58191692	0.22434019	0.19348269	0.20299012	0.27084594	0.16528642	0.23514575	0.19715156	0.54898147	0.37719754	0.20825631	0.2889825	0.20021005	0.44859726	0.16676414	0.19537796	0.17063935	0.2248244	0.24449383	0.3643504	0.37715036	0.21725641	0.36078693	0.38365611	0.18944925	0.15804154	0.4902629	0.18956333	0.24086071	0.18529944	0.16385601	0.22989378	0.18997824	0.21818235	0.20399721	0.2454159	0.24883863	0.21943857	0.46110128	0.22622918	0.19162846	0.22318961	0.33968112	0.17922259	0.18108012	0.20721668	0.16266041	0.38513334	0.20215389	0.16460591	0.19808821	0.19117086	0.45401218	0.18408467	0.20193786	0.20627862	0.46199963	0.20235172	0.17443116	0.24786017	0.22775655	0.20174672	0.39610603	0.31487589	0.24850474	0.49119838	0.24527257	0.20898701	0.31367528
E-f-TL-1-Aug	0.40828699	0.48708326	0.19915533	0.43852145	0.42774526	0.37127289	0.37889435	0.22387668	0.21191009	0.45296591	0.47236912	0.2078375	0.17384711	0.1817008	0.4129199	0.40820449	0.18916263	0.47626665	0.21378635	0.3519309	0.45053322	0.2900499	0.4494767	0.45826723	0.42485323	0.43307043	0.18101636	0.45285222	0.45082365	0.42122618	0.44542549	0.26990225	0.45281214	0.12018222	0.09557827	0.0	0.44714984	0.32309865	0.32753538	0.39850852	0.52287728	0.42759093	0.33099132	0.46288922	0.46292683	0.44828306	0.43940808	0.49927567	0.33222577	0.38643461	0.41572295	0.46419429	0.40648794	0.43072646	0.43527627	0.51251063	0.47159203	0.49364065	0.40798244	0.43422579	0.32462132	0.30691346	0.3933681	0.32111334	0.40168084	0.2214821	0.25564836	0.18656996	0.17208888	0.20516509	0.42624322	0.17132868	0.17188403	0.16662741	0.45873594	0.22057942	0.2142263	0.22353238	0.36223488	0.30287728	0.37904891	0.57707929	0.2336624	0.20258004	0.19201949	0.25922175	0.16980969	0.24752	0.20143315	0.54964442	0.37835797	0.22768272	0.31236481	0.19073758	0.44862675	0.17649923	0.20794361	0.16396252	0.22196929	0.22962712	0.35633831	0.36933751	0.21838038	0.35224506	0.37602454	0.18327442	0.16483971	0.48884193	0.19712354	0.22740774	0.18145809	0.16260114	0.24642805	0.18453825	0.24570066	0.21496254	0.22882297	0.23916376	0.22036714	0.46151369	0.23886383	0.19784293	0.22151922	0.32318365	0.17853366	0.19239947	0.20789913	0.1783813	0.37249875	0.19316774	0.17399606	0.20728736	0.19296517	0.44737909	0.18054604	0.23030023	0.23382843	0.45744516	0.20125997	0.18208801	0.24100934	0.23803606	0.20922759	0.38200958	0.30248216	0.25646131	0.48987765	0.2660647	0.19365238	0.31074135
E-s-PM-1-Jul-a	0.29144247	0.31744664	0.45329343	0.15953643	0.28286658	0.30880571	0.29560741	0.46289686	0.45753421	0.27380665	0.30108956	0.44622966	0.45121661	0.45807816	0.30704518	0.19251161	0.44727655	0.18106397	0.47054811	0.2951151	0.26190088	0.45556786	0.26359514	0.18733663	0.18920449	0.18089605	0.45528492	0.16656234	0.04686183	0.21299904	0.16159739	0.47760319	0.05806662	0.4703558	0.46462039	0.44714984	0.0	0.49562529	0.29003904	0.33187236	0.36400036	0.26042145	0.28622908	0.16514844	0.17283767	0.29072542	0.18014808	0.30805471	0.28666033	0.31134525	0.26787461	0.28991133	0.2760241	0.27083414	0.56433619	0.32494883	0.29399981	0.30232709	0.2994891	0.26403159	0.50764674	0.53043968	0.32375034	0.56899398	0.2864997	0.44676078	0.32743308	0.45162754	0.44422328	0.39026629	0.33126258	0.42599282	0.45112137	0.44104639	0.43862322	0.47263572	0.44402916	0.42657224	0.3233195	0.47034652	0.36063819	0.58692201	0.35964484	0.45799916	0.38783873	0.33459711	0.44258587	0.47813824	0.44101315	0.55302802	0.34450863	0.41882822	0.47559243	0.45410094	0.37802137	0.46708763	0.44349635	0.42801614	0.42320709	0.33495358	0.37504713	0.31512985	0.44971944	0.35917098	0.32228422	0.44158842	0.44684475	0.42838039	0.44674956	0.3527052	0.44096951	0.44688142	0.46174755	0.42431069	0.47633242	0.42434596	0.35051561	0.35147458	0.44597952	0.35598265	0.47364685	0.45324333	0.45476136	0.32702495	0.45464096	0.46570681	0.44733089	0.4696873	0.30243803	0.39134052	0.45984726	0.43117108	0.45207893	0.34401495	0.4561459	0.45894089	0.47356949	0.41605002	0.42278383	0.45996765	0.32895418	0.46765312	0.46085179	0.31590398	0.34327074	0.46475031	0.43614735	0.4689079	0.42586002	0.40349837
E-f-TL-1-Jul-a	0.46104402	0.53175733	0.3118378	0.49638492	0.48389821	0.46074272	0.46268888	0.34786665	0.35005552	0.51400162	0.52205021	0.30312189	0.31502294	0.32073821	0.49072075	0.44851888	0.3006659	0.52907332	0.3580146	0.44435187	0.51300867	0.12494315	0.50936167	0.50743936	0.46964076	0.50259872	0.31187149	0.51183901	0.49695878	0.46501983	0.50448288	0.09968854	0.49689653	0.34853899	0.34559306	0.32309865	0.49562529	0.0	0.40884989	0.44909155	0.55246139	0.47207594	0.40583853	0.50727377	0.51346708	0.49118735	0.49429293	0.53077872	0.41415178	0.45695254	0.47498676	0.50366232	0.46501063	0.48348231	0.44664834	0.54461646	0.51007412	0.53634132	0.45156383	0.4832375	0.37519969	0.31265783	0.46347471	0.44351249	0.46679799	0.30814749	0.35481729	0.30978337	0.33189539	0.35138646	0.49020881	0.32659463	0.32071008	0.3274033	0.31972439	0.33768707	0.30335911	0.34642973	0.43577037	0.36109055	0.46716276	0.41909274	0.35247849	0.32963985	0.3396617	0.3554938	0.31721704	0.33940941	0.33283912	0.38936433	0.4519791	0.35366181	0.3481359	0.31129997	0.3746657	0.33977204	0.3323158	0.33025579	0.32137032	0.35119647	0.44306706	0.43062414	0.31569033	0.43953375	0.44116371	0.31791905	0.33128102	0.36080828	0.31923933	0.34159309	0.32824586	0.32244073	0.30948234	0.32629748	0.35108499	0.34696055	0.35673832	0.35481707	0.30904841	0.51024568	0.33706432	0.3203798	0.29953959	0.38751676	0.30876447	0.3462047	0.3114157	0.33183041	0.43297976	0.33938757	0.32426209	0.33075813	0.31245556	0.49765112	0.31509107	0.34388194	0.34751898	0.39563055	0.31258944	0.33145528	0.35712229	0.32844395	0.30930232	0.44680937	0.36535451	0.3359947	0.32694024	0.33806009	0.31508189	0.41916846
E-BP-2016-3	0.23005451	0.27576108	0.31035095	0.30542143	0.25272708	0.20920205	0.20527075	0.3410416	0.32894623	0.24444749	0.25501188	0.3220244	0.31548457	0.32050144	0.26341826	0.20880271	0.32007207	0.33254281	0.34417741	0.1834155	0.24380474	0.36138976	0.22617046	0.31744879	0.22297641	0.30176095	0.32242434	0.3030783	0.29366929	0.20751262	0.32052541	0.37417227	0.29038512	0.34611948	0.33791733	0.32753538	0.29003904	0.40884989	0.0	0.28773086	0.34333904	0.16673779	0.06421818	0.27791232	0.27745529	0.21354652	0.2428459	0.29839677	0.08626819	0.25351243	0.16264853	0.21394003	0.15296148	0.1826464	0.50040877	0.31959273	0.24430049	0.29633021	0.25226064	0.17785987	0.41677636	0.43322334	0.28637474	0.45931656	0.17155032	0.31975326	0.16050004	0.31942812	0.29666872	0.23222887	0.26310138	0.28428038	0.30996169	0.29870495	0.44808734	0.3369997	0.31891486	0.28858358	0.1988172	0.38506686	0.26018533	0.58351925	0.22020022	0.32676004	0.24244353	0.16490365	0.30492229	0.35090252	0.31506191	0.53896184	0.22291287	0.27759876	0.38063041	0.31830016	0.35458937	0.32859049	0.31140057	0.28072124	0.28864379	0.18064666	0.24719119	0.21701753	0.30643564	0.23335844	0.21788824	0.30710778	0.31006603	0.39101359	0.30673526	0.1969946	0.29975129	0.31470166	0.34092619	0.27485319	0.34783934	0.28270984	0.19192251	0.19463744	0.31513436	0.33153037	0.34884679	0.31688493	0.32587232	0.23783235	0.31980842	0.34066939	0.31285597	0.3308749	0.19931113	0.23943506	0.32454818	0.29179776	0.31126139	0.31409685	0.32551544	0.33508605	0.33863837	0.36470642	0.27666643	0.31954721	0.17962836	0.34494692	0.32960913	0.21066166	0.1983496	0.35768189	0.42304485	0.35228832	0.2976985	0.28027339
E-WC-2016-3	0.31026353	0.32086304	0.40658901	0.31520867	0.31067876	0.33245491	0.33690171	0.39284496	0.39762643	0.37837623	0.31130776	0.39854958	0.42653271	0.4350834	0.38219108	0.26708211	0.36310691	0.38379439	0.40287871	0.33441284	0.37572312	0.41929412	0.35003324	0.37473919	0.26626041	0.37577725	0.40488276	0.37914186	0.33029817	0.27397854	0.35821165	0.43399633	0.3337405	0.38967356	0.39216165	0.39850852	0.33187236	0.44909155	0.28773086	0.0	0.23767536	0.24208527	0.2774	0.33599776	0.33858697	0.26621894	0.30848298	0.34033841	0.25277807	0.09936771	0.28353583	0.24846121	0.2610953	0.26754222	0.46748437	0.30939365	0.24458995	0.30380083	0.11007298	0.22583783	0.4376764	0.43418854	0.10948672	0.5210178	0.23035018	0.37671784	0.3220812	0.38516436	0.41503446	0.36940633	0.3292712	0.39011684	0.38796245	0.41009425	0.38865738	0.38342652	0.37486076	0.34476982	0.30763894	0.3874579	0.37348411	0.53515657	0.31665716	0.38601816	0.36711977	0.32857907	0.38804571	0.38379446	0.37069471	0.48827754	0.33435439	0.3502831	0.37759219	0.38237376	0.30077477	0.41800787	0.37056697	0.38365802	0.37684725	0.32642576	0.38803783	0.24554935	0.39371258	0.37226238	0.26943494	0.39414588	0.39999953	0.31184081	0.3964304	0.34276636	0.40275883	0.39611558	0.35400251	0.38630033	0.38720586	0.34098994	0.33792057	0.3317485	0.38875356	0.23511235	0.38091267	0.36521273	0.37510544	0.20549323	0.37671732	0.40168773	0.39159707	0.41008002	0.25884091	0.3727581	0.40718724	0.36119334	0.39002963	0.21533109	0.3863422	0.36695113	0.38610657	0.35955728	0.36398529	0.41317871	0.31641772	0.3833747	0.36750951	0.2805478	0.35378768	0.37354445	0.37754575	0.3780003	0.40004996	0.38644397
E-JP-2016-2	0.37222595	0.21736612	0.45980133	0.38178679	0.3597069	0.36428291	0.36298599	0.53445598	0.52877915	0.31912905	0.22537602	0.46943456	0.49009603	0.49864236	0.37518104	0.32117187	0.48556825	0.41933931	0.54133717	0.38187676	0.33422042	0.50349026	0.30419358	0.44010893	0.30392933	0.43147731	0.4839871	0.43606502	0.36156389	0.30092222	0.42416355	0.52940503	0.35926668	0.53157634	0.52897187	0.52287728	0.36400036	0.55246139	0.34333904	0.23767536	0.0	0.23775839	0.32810872	0.3750219	0.38532699	0.18484916	0.36021024	0.26570499	0.33206837	0.24019141	0.24678235	0.17347283	0.2371145	0.21594236	0.62085153	0.21601853	0.15759121	0.19536889	0.20579008	0.21051591	0.58236472	0.59269784	0.21656196	0.6484704	0.24345708	0.50706502	0.40750732	0.52343052	0.51117248	0.47243917	0.37606204	0.50351956	0.51120371	0.51585355	0.53030448	0.54195148	0.50921018	0.50813472	0.36892122	0.53782268	0.43380303	0.63375027	0.45998372	0.53820752	0.47918101	0.40864371	0.50889593	0.5430921	0.52601133	0.59132658	0.39661851	0.5023854	0.53179365	0.52455068	0.40511719	0.53175201	0.52378249	0.5008586	0.47541897	0.43665738	0.44475991	0.30845535	0.49651104	0.4353883	0.32594156	0.51825862	0.52906223	0.42131023	0.5080304	0.43307004	0.50910927	0.51281028	0.51920357	0.49177017	0.5356629	0.5018579	0.43049997	0.43901016	0.5134175	0.21340703	0.53574107	0.52756261	0.52216976	0.35514711	0.52203654	0.54867621	0.49753951	0.54116038	0.31143071	0.4809008	0.5275975	0.50999598	0.52280771	0.21491137	0.53120418	0.51811651	0.53486653	0.4626731	0.49422121	0.51882561	0.4335529	0.5193102	0.51250079	0.33153448	0.38930268	0.52842441	0.48023803	0.52324646	0.49459024	0.49347447
E-VP-2016-2	0.22347222	0.17615465	0.40364306	0.27015742	0.21032347	0.21130734	0.20953748	0.45521877	0.44378596	0.24471232	0.16211343	0.40654191	0.40877524	0.41500483	0.27478523	0.17254532	0.42099266	0.30739982	0.46025732	0.22615495	0.23773869	0.41969675	0.20835825	0.30650682	0.16420462	0.3009704	0.41792227	0.29654103	0.26372032	0.15066977	0.30491748	0.44882772	0.26292413	0.45026249	0.44281204	0.42759093	0.26042145	0.47207594	0.16673779	0.24208527	0.23775839	0.0	0.15725405	0.24601397	0.24834538	0.12770545	0.21706801	0.22853096	0.1573157	0.22650746	0.11610598	0.12171022	0.09535075	0.09759791	0.5497413	0.22060958	0.13203782	0.2015152	0.17560655	0.0802166	0.50016165	0.50523583	0.22665985	0.54904611	0.10784797	0.42606067	0.25506611	0.43068803	0.41002155	0.33695448	0.25772893	0.39460595	0.4244999	0.4135822	0.45873515	0.45212197	0.41888411	0.39811853	0.22363181	0.46665597	0.2980113	0.59334912	0.30696931	0.44353637	0.34901212	0.25717544	0.41631946	0.45761487	0.42127646	0.54509571	0.24701912	0.38897725	0.4632333	0.42714607	0.35630496	0.44128218	0.41875456	0.39452739	0.37699496	0.27570945	0.30255966	0.20186218	0.41857557	0.28395585	0.20009481	0.41949941	0.42400248	0.34897748	0.41895745	0.29464473	0.4162902	0.42264049	0.44271782	0.38139346	0.45801295	0.39561301	0.29101286	0.29379973	0.42091873	0.27289658	0.45509026	0.43381306	0.42918941	0.23805496	0.42928311	0.45262668	0.41829988	0.44257323	0.18272354	0.34462015	0.43274207	0.40255885	0.42407472	0.25452262	0.43547173	0.44515242	0.45640944	0.36333213	0.38979454	0.43217582	0.27131779	0.44496987	0.4339705	0.20069587	0.26115837	0.45022296	0.42467294	0.45153283	0.40465533	0.36607574
E-LH-2016-1	0.22325873	0.2680312	0.30940151	0.30215643	0.24420972	0.20506025	0.19913933	0.3465491	0.33675333	0.24365277	0.24758812	0.31927134	0.31840039	0.3243241	0.26468308	0.20319217	0.32132681	0.32852109	0.35104331	0.18075668	0.2414351	0.3589141	0.22346164	0.31478235	0.21732423	0.29826895	0.32231128	0.30338698	0.29105547	0.20595974	0.31673691	0.37509807	0.286432	0.35346264	0.34710525	0.33099132	0.28622908	0.40583853	0.06421818	0.2774	0.32810872	0.15725405	0.0	0.27411072	0.27787771	0.20497756	0.2390126	0.29272987	0.08278667	0.25509963	0.15326195	0.20112395	0.14816596	0.16992276	0.49735761	0.31060637	0.22972295	0.29245297	0.2421952	0.16302931	0.41728278	0.43407918	0.27508794	0.46845836	0.16457834	0.32885912	0.16503768	0.32757524	0.30728934	0.24237941	0.25705836	0.293883	0.32178361	0.31069151	0.44127932	0.34505456	0.3244057	0.29474658	0.19390332	0.38617068	0.25588337	0.58003233	0.22364518	0.33857046	0.25325603	0.17115329	0.31712119	0.35497388	0.32309277	0.53214192	0.21923295	0.28452772	0.38044967	0.32362872	0.34577941	0.34003651	0.31850495	0.29446606	0.29260245	0.1873791	0.24861747	0.21076427	0.31614586	0.2328972	0.2114373	0.31510856	0.32292505	0.37931109	0.31689842	0.20115576	0.31336691	0.32233098	0.34742129	0.28319419	0.35200112	0.28731442	0.19829937	0.20157732	0.3245987	0.32277119	0.35270227	0.32799185	0.33078592	0.23063509	0.32586096	0.34931717	0.31854543	0.34212914	0.19253815	0.24946232	0.33391056	0.30050458	0.32136901	0.30767585	0.33506816	0.33992931	0.34756363	0.3602868	0.28713003	0.33062425	0.187684	0.34958626	0.33548403	0.20560252	0.19748618	0.36002825	0.41725939	0.3541537	0.30356336	0.28219727
E-JP-2016-1	0.27584127	0.33172488	0.47006695	0.18600769	0.26462302	0.28402795	0.26814989	0.4690303	0.46442867	0.32194627	0.31492742	0.47433082	0.47452253	0.47896316	0.3427499	0.21708877	0.47446751	0.14351597	0.47824313	0.27170012	0.30927648	0.47975078	0.2922678	0.14784887	0.19585597	0.17294791	0.48331022	0.135294	0.15760119	0.22291732	0.18494189	0.49232899	0.1609842	0.48255686	0.47329961	0.46288922	0.16514844	0.50727377	0.27791232	0.33599776	0.3750219	0.24601397	0.27411072	0.0	0.06976729	0.29674124	0.0802541	0.34074911	0.27082481	0.32683883	0.27569323	0.29220567	0.28252602	0.27963252	0.57904365	0.35757161	0.31581095	0.33691435	0.32817222	0.25568187	0.51392542	0.5363853	0.32732496	0.57920214	0.2826561	0.46348898	0.34959716	0.46736574	0.45417488	0.37226437	0.25550644	0.43059694	0.46147799	0.45004285	0.45983992	0.47804692	0.46591182	0.42887192	0.2634378	0.48070372	0.31517643	0.58823279	0.36786132	0.46929632	0.37998181	0.36635819	0.45730531	0.48484338	0.44938905	0.54923038	0.27427943	0.4190194	0.48643601	0.46675684	0.36331679	0.47060885	0.44898457	0.42760202	0.45297879	0.35357546	0.32938377	0.27506877	0.46746944	0.31370448	0.27420386	0.46154234	0.45718143	0.39072749	0.46843418	0.34705918	0.45667481	0.45609574	0.47126279	0.44997985	0.47905668	0.42706508	0.33576759	0.33433084	0.46571568	0.31717205	0.48081019	0.46105785	0.46597336	0.29936769	0.46749964	0.47518901	0.47316769	0.47683136	0.27596567	0.37860132	0.46717988	0.43621126	0.46379017	0.31150261	0.47056234	0.47149375	0.47862769	0.3754743	0.45145211	0.47162125	0.34067692	0.4716672	0.47152149	0.26554984	0.38959282	0.47404535	0.42580805	0.4765161	0.4456672	0.40038501
E-VP-2016-3	0.27294572	0.34136635	0.47427944	0.18807088	0.25418613	0.2705352	0.2623839	0.45660681	0.4514743	0.34026606	0.32339861	0.47739715	0.47789266	0.48202233	0.35378259	0.21716522	0.47759178	0.1328477	0.46581254	0.27508489	0.32519839	0.48448807	0.30779465	0.14152564	0.19925108	0.16802396	0.48605063	0.11793505	0.1680541	0.21928141	0.17912182	0.4958721	0.17138879	0.47094827	0.46464064	0.46292683	0.17283767	0.51346708	0.27745529	0.33858697	0.38532699	0.24834538	0.27787771	0.06976729	0.0	0.30121435	0.09105207	0.3597241	0.26191932	0.32441008	0.27888976	0.29170796	0.28100219	0.28090609	0.56840912	0.3771576	0.31615172	0.35014302	0.32669443	0.25185464	0.50326379	0.52880625	0.32585311	0.57109221	0.28219899	0.46407277	0.35340045	0.46837817	0.45599907	0.36660036	0.24411243	0.43387577	0.46311174	0.45107708	0.43814685	0.46609851	0.46658579	0.41849625	0.26731603	0.46917093	0.30374644	0.5774297	0.35422749	0.46305119	0.3811717	0.36933746	0.45973478	0.47328295	0.43769232	0.54036883	0.26396284	0.40773169	0.4749209	0.46761971	0.35647476	0.47301176	0.4397826	0.42882693	0.4575977	0.35273053	0.31747052	0.27850868	0.46809331	0.30467721	0.27659263	0.46322169	0.4552632	0.3727281	0.46957079	0.34436291	0.45777688	0.45695359	0.46229126	0.4514921	0.46728827	0.41607159	0.33427528	0.33114995	0.46699283	0.31452928	0.46866792	0.45353494	0.46625445	0.29162548	0.46786805	0.4645134	0.47425516	0.46916343	0.28154378	0.37907391	0.46703699	0.42995181	0.4648543	0.31451592	0.47153375	0.45927852	0.46721564	0.35560455	0.45282096	0.47326476	0.33793335	0.47061029	0.47180584	0.27031973	0.39466781	0.46317764	0.41992664	0.46504897	0.44626065	0.38525532
