EU168191.1605.3142	32011.0	11148.0	19.0	568.0	25226.0	5170.0	4674.0	1.0	0.0	2.0	12742.0	10.0	13.0	14.0	16.0	30.0	9.0	1279.0	0.0	4395.0	40.0	0.0	8.0	2358.0	237.0	450.0	25.0	126.0	0.0	40.0	41.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	766.0	185.0	307.0	18.0	457.0	201.0	95.0	180.0	142.0	190.0	0.0	101.0	9.0	30.0	16.0	145.0	16.0	0.0	0.0	27.0	0.0	74.0	26.0	0.0	0.0	5.0	0.0	23.0	0.0	19.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	44.0	1.0	7.0	143.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0	4.0	1.0	31.0	11.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	1.0	33.0	95.0	0.0	1.0	0.0	0.0	0.0	499.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	4.0	0.0	0.0	31.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	13.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__Heterosigma akashiwo; D_5__Heterosigma akashiwo; D_6__Heterosigma akashiwo
AF530386.1.1279	4.0	0.0	0.0	0.0	2.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	4.0	99.0	0.0	0.0	1.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	5.0	1.0	10.0	0.0	13.0	4.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	12.0	3.0	2.0	0.0	7.0	2.0	0.0	0.0	2.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	1.0	19.0	39.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	12.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__Dinophysis acuminata; D_5__Dinophysis acuminata; D_6__Dinophysis acuminata
HQ166749.1.1297	59.0	25.0	0.0	14.0	63.0	0.0	2.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	1195.0	0.0	0.0	3.0	0.0	0.0	1740.0	0.0	6.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	2.0	11.0	8.0	16.0	50.0	0.0	48.0	0.0	5.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
HM237101.1.1215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	8.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
FJ745156.1.1267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JX537894.1.1356	709.0	293.0	0.0	53.0	563.0	1886.0	1454.0	0.0	0.0	48.0	363.0	2.0	0.0	0.0	1.0	2896.0	0.0	384.0	0.0	1438.0	149.0	2.0	53.0	533.0	18001.0	69.0	0.0	102.0	20.0	4237.0	22.0	0.0	17.0	0.0	0.0	0.0	35.0	0.0	7.0	179.0	29.0	10.0	228.0	172.0	128.0	67.0	287.0	230.0	0.0	109.0	1.0	125.0	66.0	349.0	70.0	0.0	0.0	19.0	0.0	7.0	44.0	0.0	0.0	4.0	0.0	53.0	0.0	372.0	0.0	25.0	1544.0	1463.0	87.0	0.0	9.0	77.0	0.0	1.0	61.0	328.0	0.0	1419.0	37.0	2036.0	1.0	1542.0	954.0	1.0	0.0	136.0	61.0	538.0	115.0	0.0	0.0	85.0	1.0	141.0	112.0	10.0	3367.0	1471.0	227.0	0.0	1388.0	436.0	0.0	2.0	155.0	2.0	4486.0	27.0	0.0	0.0	1.0	0.0	142.0	3980.0	8413.0	0.0	42.0	0.0	0.0	0.0	3533.0	0.0	4.0	0.0	0.0	106.0	1887.0	0.0	19.0	1.0	81.0	1.0	1.0	6.0	235.0	36.0	2.0	1973.0	1.0	1.0	703.0	66.0	0.0	37.0	0.0	0.0	7.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
GU119685.1.1402	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	5.0	22.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
HE803996.1.1407	3.0	0.0	4.0	1.0	0.0	15.0	4.0	1.0	21.0	166.0	0.0	0.0	0.0	2.0	202.0	1.0	3.0	1.0	0.0	5.0	59.0	0.0	75.0	4.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__uncultured phototrophic eukaryote; D_5__uncultured phototrophic eukaryote; D_6__uncultured phototrophic eukaryote
JQ941816.1.1359	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	383.0	399.0	230.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	17.0	0.0	4.0	3.0	6.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	51.0	43.0	1.0	0.0	13.0	74.0	38.0	1.0	95.0	185.0	6.0	0.0	130.0	0.0	0.0	2.0	114.0	18.0	1.0	47.0	67.0	66.0	0.0	1.0	5.0	273.0	53.0	0.0	25.0	61.0	22.0	3.0	3.0	0.0	0.0	57.0	1.0	0.0	56.0	66.0	0.0	60.0	0.0	68.0	22.0	139.0	1.0	84.0	8.0	2.0	8.0	72.0	0.0	172.0	144.0	58.0	0.0	161.0	115.0	110.0	32.0	0.0	3.0	102.0	8.0	30.0	0.0	104.0	121.0	141.0	0.0	10.0	52.0	2.0	38.0	73.0	0.0	0.0	137.0	0.0	56.0	118.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
KT199255.49748.51262	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	8.0	7.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__Ankyra judayi; D_5__Ankyra judayi; D_6__Ankyra judayi
