Gradient	0.0	2.0	0.0	2.0	0.0	17.0	2.0	0.0	13.0	25.0	25.0	0.0	23.0	33.0	7.0	15.0	16.0	25.0	22.5	27.0	28.0	17.0	10.0	0.0	3.0	30.0	20.0	20.0	15.0	15.0	0.0	16.0	21.0	14.9	0.0	0.0	2.0	25.0	15.0	0.5	11.0	5.0	7.0	15.0	26.0	3.0	11.0	0.0	15.0	0.0	0.5	28.0	0.0	2.0	10.0	20.0	30.0	25.0
DQ223087.1.1346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083352434933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000531208499336	0.0	0.0	0.0	0.0	0.0	0.000150408610057	0.0	0.0	0.0	0.000179731784875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JN868751.1.1517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000583467044531	0.0	0.0	0.0	0.0	0.0	0.0	9.84809316296e-05	0.0	0.0	0.0	0.0	4.79266913329e-05	0.0	0.0	0.0	0.000407259849491	0.0	0.0	0.0	0.0	0.0	0.000300817220115	0.0	0.0	0.0	0.00040094013549	0.0	0.0	6.77719136247e-05	0.0	0.0	0.0	0.0	0.0
FR683681.1.1425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000754034082341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000143662680027	0.0	0.0	0.000165333401162	0.0	0.0	0.0	0.000199238466307	0.0	0.0	0.0	0.000706380974806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000507166902288	0.0	0.000516462233699	0.0	0.0	0.000177839202874	0.0	0.0	0.0	0.0	0.0	0.0
EU234319.1.1490	0.000246652572234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000131715428816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.57751200182e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.38606987222e-05	0.0	0.0	0.0	0.0	0.000220462780132	0.0	0.0	0.0	8.85347498893e-05	0.0	0.0	0.0	0.0	0.0	8.35603389207e-05	0.0	0.0	0.0	0.000124429697221	0.0	0.0	0.000169429784062	0.0	0.0	0.0	0.0	0.0
AACY023218372.73.1482	0.0	0.0	0.0	0.0	0.0	0.000198090408462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00780755433636	0.000404764658263	0.0	0.0	0.0	5.98594500114e-05	0.0	0.0	0.0	0.00435522286492	0.0	0.0	0.000354201717878	0.0	0.000276195408251	0.0108265424913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027260220998	0.0	0.00262534968797	0.0	0.0	0.00026421824427	0.0	0.0	0.0	0.0	0.0	0.0
KF109460.1.1308	0.00126849894292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.85347498893e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000138255219135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JQ196811.1.1367	0.0	0.0	0.0	0.0	0.0	0.00063388930708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000431003519862	0.000616278557908	0.0	0.0	0.000175870559268	0.0	0.000394855595668	5.98594500114e-05	0.0	0.0	0.000267077032647	0.0	0.0	0.0	0.000575577791552	0.0	0.000586915242534	0.0	0.0	0.0	0.0	0.0	0.0	9.16662301608e-05	0.0	0.000100526760224	0.0	0.0	0.0	0.000372955405189	0.0	0.000221885519751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000100792226903	0.000317540962784	0.0	0.000390873112816
FR667292.1.1358	0.00045806906272	0.000903081313441	0.000597871577185	0.0	0.0	0.0	0.000759041524036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000362217429244	0.00071833919977	0.000880397939869	0.0	0.0	0.0	0.000234075950761	0.0	0.000395072370075	0.000395924065932	0.000851279906807	0.0	0.0	0.000281594953818	0.000252839934262	0.0	0.000258512445528	0.0	0.0	0.0	0.000881186664708	0.0	0.00118408371196	0.0	0.00014404693311	0.000566622399292	0.000100526760224	0.00108064108682	0.00148311620512	0.000678579506899	8.87989059975e-05	0.00048464996574	0.0	0.0	0.0	0.000497718788884	0.00184275184275	0.0	0.0	0.000636078364855	0.000241901344568	0.000211693975189	0.0	0.0
KX172187.1.1456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000850041036464	0.0	0.0	0.0	0.0	0.0	0.000279794986583	0.0	0.0	0.00016253995774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000340474569169	0.0	0.0	0.0	0.0	0.0	0.000266396717992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000148185782633	0.0	0.00099346916174
