	E-JT-526	E-SOG-4619	E-LS-526	E-CR-2016	E-TL-2016	E-VP-2016	E-DS-428	E-TL-Aug-2014	E-WP-623	E-SOG-6527	E-SOG-4424	E-TL-Jul-2014	E-SOG-5619	E-CB-2016	E-LH-2016	E-BP-2016	E-TI-2014	E-PM-Aug-2014	E-SOG-1619	E-DU-Jul-2014	E-JP-2016	E-JT-623	E-LS-428	E-SOG-4527	E-WV-Aug-2014	E-WC-2016	E-PM-Jul-2014	E-SOG-7424	E-SOG-2527	E-LS-623	E-TB-2016	E-PM-Jula-2014	E-Tca-7-2014	E-FR-7-2014	E-DS-623	E-WP-526	E-PM-2016	E-BA-2016	E-MT-526	E-WV-Jula-2014	E-WP-428	E-JT-428	E-DU-2016	E-SOG-1424	E-SOG-2619	E-SOG-6424	E-SOG-5527	E-BL-2016	E-DU-Jula-2014	E-MT-623	E-SOG-3619	E-MT-428	E-TC-2014	E-SOG-1527	E-T7-2014	E-SOG-3527	E-SOG-3424	E-SOG-2424	E-SOG-6619	E-SOG-5424
E-JT-526	0.0	0.71391341067	0.204294919196	0.348437326424	0.368027667946	0.37104328022	0.262585430877	0.430586795727	0.180234483699	0.392565422282	0.294568932072	0.412054200459	0.599020668951	0.821201547992	0.325072009081	0.333671897339	0.614966069227	0.376292761069	0.268954627128	0.540505350649	0.356527632258	0.200297066213	0.301047138541	0.3822759234	0.537509298066	0.321724522823	0.503860268502	0.364448073842	0.310542475732	0.298563683682	0.362561088548	0.418192237989	0.42241698379	0.482386405237	0.267132721252	0.171881825017	0.36603271994	0.41162649725	0.130306467432	0.389881416417	0.330034568777	0.384737526794	0.349955117357	0.361388684336	0.378627489571	0.371530527282	0.569057499378	0.424553943114	0.310043838015	0.196503636253	0.78922738966	0.445793463213	0.65691282681	0.449381349093	0.42278480519	0.23755595791	0.4314841282	0.354170004436	0.493809261868	0.340658234995
E-SOG-4619	0.71391341067	0.0	0.726200845431	0.787685112919	0.779506621768	0.661538054452	0.753563977614	0.753869153202	0.689343123073	0.693055524406	0.619085257342	0.739251653025	0.237822213796	0.66952296278	0.704475290929	0.746973771456	0.600268369053	0.69290366225	0.63103325432	0.917626783027	0.681954893726	0.699417323917	0.669755479434	0.737982046121	0.426378658068	0.682080812144	0.536026855553	0.664755622026	0.729299773702	0.741837577289	0.749989775567	0.548645428446	0.780631902114	0.560777062159	0.752647651265	0.751850732795	0.760140263734	0.795754708972	0.751583276628	0.579637436336	0.678549877618	0.615251037797	0.736544871392	0.688889268349	0.501382641754	0.63891662379	0.462862265857	0.764296260493	0.712485034387	0.691091598917	0.201499630475	0.542400381898	0.542571576091	0.483116193457	0.758485772209	0.66388843443	0.526230350011	0.713326347834	0.543669801633	0.624577011521
E-LS-526	0.204294919196	0.726200845431	0.0	0.369387066005	0.358786699864	0.409985338097	0.201389785687	0.413866298754	0.197441168641	0.445842786754	0.351263717234	0.411311051945	0.611884838241	0.847746317217	0.34720071117	0.375552511302	0.629096972836	0.426971669743	0.259058295261	0.569321518644	0.408820093313	0.206371425253	0.23684168501	0.359172795734	0.573211621947	0.359054719894	0.546723008882	0.413230663445	0.321358438642	0.203232036055	0.391634557954	0.462882804929	0.395758052535	0.482489923699	0.30851691841	0.233551157821	0.409059544733	0.454257209857	0.196922780159	0.437721595476	0.342493868953	0.442966865669	0.375902865132	0.390872764279	0.384019366563	0.415587976981	0.596095347309	0.431075930511	0.362144501108	0.286759126671	0.799396048851	0.504261607641	0.672288031562	0.440296072096	0.391115027287	0.2400518882	0.493706081753	0.403063762322	0.520556289845	0.372069601326
E-CR-2016	0.348437326424	0.787685112919	0.369387066005	0.0	0.447758998782	0.472442668899	0.37451058231	0.496835973213	0.345900308603	0.544493341347	0.452374040146	0.46247755167	0.687498674954	0.882551764555	0.410586809048	0.405781588595	0.657502296665	0.481402125923	0.410081859814	0.647460760512	0.458602512272	0.361959221327	0.442710655819	0.417201543076	0.645347642022	0.431524488218	0.596246178169	0.474114390251	0.421266201713	0.412126054127	0.423617847633	0.474155058645	0.465757558533	0.62570374941	0.408804747793	0.371615982516	0.455460503282	0.514209792328	0.329715522563	0.474560882731	0.511197723242	0.550103721987	0.420487424113	0.496922514554	0.481765813079	0.508724652686	0.684612598245	0.462063171792	0.424717311728	0.420862886519	0.861763601081	0.614241755933	0.71905671019	0.536991180345	0.47641642791	0.403670428793	0.573081331006	0.461978584426	0.597818390388	0.470513984228
E-TL-2016	0.368027667946	0.779506621768	0.358786699864	0.447758998782	0.0	0.484406674387	0.372843733948	0.226689114194	0.380981691587	0.533971255051	0.448680773418	0.309791895729	0.687516357526	0.858868608447	0.379827991289	0.464483736011	0.713696353476	0.432546033534	0.452154192756	0.579031370574	0.433518834902	0.391599758193	0.413003866614	0.463389200115	0.620090518045	0.403327716434	0.59001220233	0.443461917562	0.447466860698	0.308917398311	0.495207515378	0.51214363153	0.23390231409	0.593889207006	0.402936551694	0.366331144429	0.49078563351	0.507694161556	0.359358325569	0.503347234249	0.418590586111	0.50679170781	0.409129035387	0.465063506889	0.500747552011	0.469867796179	0.681264049316	0.45202722627	0.396980923426	0.401151313446	0.834433768327	0.561360406225	0.71492647462	0.556493804544	0.229720038403	0.400704366284	0.577099883415	0.440850584145	0.605650866738	0.481719887524
E-VP-2016	0.37104328022	0.661538054452	0.409985338097	0.472442668899	0.484406674387	0.0	0.445232045574	0.488408286139	0.358766096049	0.433296606597	0.343816685698	0.483853046961	0.514363222191	0.654939505418	0.342597263052	0.263584703996	0.544666018605	0.461621761577	0.353312605113	0.625743968147	0.250341158806	0.365304772099	0.387533458688	0.377834140461	0.477442572138	0.335703945719	0.436323984887	0.449436248776	0.39902858732	0.41401248127	0.328424198313	0.326001393735	0.507973903692	0.542964617482	0.416996676169	0.428108053258	0.404595610726	0.459602744037	0.406741604817	0.319610554156	0.421342982865	0.453274506633	0.344758677032	0.404473004587	0.337535426153	0.399741021847	0.50893817586	0.520078285145	0.329356940813	0.40132342827	0.744347084103	0.522160309778	0.576853715661	0.362402235291	0.500922272875	0.398887818188	0.425130027405	0.430934803115	0.390106236566	0.339259107591
E-DS-428	0.262585430877	0.753563977614	0.201389785687	0.37451058231	0.372843733948	0.445232045574	0.0	0.403013260744	0.284340213874	0.496829998835	0.369427197922	0.410537510832	0.660839353023	0.856593806411	0.424440541866	0.412234148081	0.619517901228	0.484315274963	0.320363589863	0.604702035484	0.453621995193	0.272223038614	0.222670238915	0.361585314982	0.601067949985	0.44939302393	0.599225678095	0.468752285085	0.329999256689	0.216614325159	0.433786440541	0.460728776814	0.395573274321	0.467278518344	0.37249501849	0.329252107763	0.478447327702	0.519555571216	0.275276421142	0.457152705357	0.312075271671	0.442086988866	0.439574988549	0.437272963008	0.422267034145	0.48395936134	0.658202385992	0.414819193868	0.415837846666	0.354186255457	0.798209839311	0.507662486726	0.697287627477	0.46743547654	0.384383036095	0.300750880635	0.493840873952	0.446108541568	0.584060952197	0.42969919804
E-TL-Aug-2014	0.430586795727	0.753869153202	0.413866298754	0.496835973213	0.226689114194	0.488408286139	0.403013260744	0.0	0.430042350755	0.555227126996	0.464793025623	0.226796594842	0.670592853645	0.798402226016	0.431178523351	0.522800043018	0.66076906952	0.46373786242	0.458803052058	0.647347341211	0.415877665328	0.433170674611	0.431739882475	0.505149073	0.616410523246	0.452688138646	0.579309405468	0.490266850986	0.460867227505	0.355324112599	0.540747946144	0.501044512022	0.23759345433	0.574231048054	0.466292613283	0.435101945223	0.536168214352	0.55791229896	0.44023471494	0.484753102118	0.443498049324	0.501664075094	0.431339466367	0.515743050974	0.494380849567	0.496173874623	0.662238173158	0.472582679873	0.457605817387	0.430932163577	0.796354328218	0.566769391456	0.66858540745	0.549962634238	0.206421936729	0.421952535511	0.569018283586	0.510398947362	0.594099092946	0.494643006502
E-WP-623	0.180234483699	0.689343123073	0.197441168641	0.345900308603	0.380981691587	0.358766096049	0.284340213874	0.430042350755	0.0	0.406142844122	0.325271301318	0.406376396116	0.56705463934	0.806520441235	0.350349242285	0.355308390434	0.608300406028	0.408321575076	0.224608303136	0.583914663695	0.350001442235	0.103367741188	0.305723777794	0.370350380996	0.519081249266	0.341721023575	0.507120147004	0.392623672964	0.305739607031	0.281030274476	0.384044247077	0.425969722639	0.419798413034	0.4732128422	0.314775631921	0.221137805687	0.40946150647	0.453969242165	0.190007748526	0.395433979818	0.369576933529	0.409337407848	0.342575494464	0.373158392758	0.340666512484	0.362979370035	0.560280602736	0.420152220029	0.324237339082	0.214920941481	0.765595319353	0.478330831429	0.634054736484	0.433891002904	0.406852111853	0.24184435604	0.450156136848	0.394400901906	0.472557287183	0.32649241028
E-SOG-6527	0.392565422282	0.693055524406	0.445842786754	0.544493341347	0.533971255051	0.433296606597	0.496829998835	0.555227126996	0.406142844122	0.0	0.326125583138	0.555876446769	0.540904525866	0.893985301137	0.35540800535	0.362207140941	0.718939015159	0.413063858418	0.450025823575	0.573490293539	0.387561741952	0.429723223911	0.496166054298	0.460327676473	0.57695686965	0.316686039749	0.550794152959	0.367750852179	0.4605324689	0.472492857201	0.439087388122	0.526557395724	0.558027111676	0.661495755769	0.381635542584	0.40372716552	0.373489003088	0.41442138404	0.437614506274	0.481257779441	0.527562994076	0.555607069777	0.38721917324	0.351640870906	0.414303565091	0.31258469697	0.47481600831	0.576202988732	0.342156995157	0.350859382309	0.807100938072	0.629853095612	0.722373960963	0.473739428791	0.546658541929	0.459807046526	0.50651212362	0.349818575643	0.430712146158	0.285838071825
